Variant-ID	Gene-name	Family-ID	Lineage-ID	Class	Blacklisted
C2|~blaB1-90_1|blaB1-90_1|LCS|Ruppe_2019|MC3.MG330.AS1.GP1.C32944.G1		C2|~blaB1-90_1|blaB1-90_1|LCS|Ruppe_2019|MC3.MG330.AS1.GP1.C32944.G1	C2|~blaB1-90_1|blaB1-90_1|LCS|Ruppe_2019|MC3.MG330.AS1.GP1.C32944.G1	blab1	
C2|~blaB3-124_1|blaB3-124_1|LCS|Ruppe_2019|MC3.MG330.AS1.GP1.C3621.G2		C2|~blaB3-124_1|blaB3-124_1|LCS|Ruppe_2019|MC3.MG330.AS1.GP1.C3621.G2	C2|~blaB3-124_1|blaB3-124_1|LCS|Ruppe_2019|MC3.MG330.AS1.GP1.C3621.G2	blab3	
C2|~blaB3-775_1|blaB3-775_1|LCS|Ruppe_2019|MC3.MG330.AS1.GP1.C375.G4		C2|~blaB3-775_1|blaB3-775_1|LCS|Ruppe_2019|MC3.MG330.AS1.GP1.C375.G4	C2|~blaB3-775_1|blaB3-775_1|LCS|Ruppe_2019|MC3.MG330.AS1.GP1.C375.G4	blab3	
C2|~aph-46_1|aph-46_1|LCS|Ruppe_2019|MC3.MG330.AS1.GP1.C4727.G2		C2|~aph-46_1|aph-46_1|LCS|Ruppe_2019|MC3.MG330.AS1.GP1.C4727.G2	C2|~aph-46_1|aph-46_1|LCS|Ruppe_2019|MC3.MG330.AS1.GP1.C4727.G2	aph	
C2|~tetRPG-587_1|tetRPG-587_1|LCS|Ruppe_2019|MC3.MG330.AS1.GP1.C5110.G6		C2|~tetRPG-587_1|tetRPG-587_1|LCS|Ruppe_2019|MC3.MG330.AS1.GP1.C5110.G6	C2|~tetRPG-356_1|tetRPG-356_1|LCS|Ruppe_2019|MC3.MG359.AS1.GP1.C11798.G1	tetM	
C2|~ant-65_1|ant-65_1|LCS|Ruppe_2019|MC3.MG330.AS1.GP1.C6515.G21		C2|~ant-65_1|ant-65_1|LCS|Ruppe_2019|MC3.MG330.AS1.GP1.C6515.G21	C2|~ant-59_1|ant-59_1|LCS|Ruppe_2019|MC3.MG223.AS1.GP1.C33365.G5	ant	
C2|~tetRPG-1085_1|tetRPG-1085_2|LCS|Ruppe_2019|MC3.MG305.AS1.GP1.C10573.G6		C2|~tetRPG-1085_1|tetRPG-1085_1|LCS|Ruppe_2019|MC3.MG330.AS1.GP1.C837.G4	C2|~tetRPG-682_1|tetRPG-682_1|LMS|Ruppe_2019|MC3.MG103.AS1.GP1.C56877.G2	tetM	
C2|~tetRPG-1085_1|tetRPG-1085_1|LCS|Ruppe_2019|MC3.MG330.AS1.GP1.C837.G4		C2|~tetRPG-1085_1|tetRPG-1085_1|LCS|Ruppe_2019|MC3.MG330.AS1.GP1.C837.G4	C2|~tetRPG-682_1|tetRPG-682_1|LMS|Ruppe_2019|MC3.MG103.AS1.GP1.C56877.G2	tetM	
C2|~aac3-370_1|aac3-370_1|LCS|Ruppe_2019|MC3.MG330.AS1.GP1.C8621.G1		C2|~aac3-370_1|aac3-370_1|LCS|Ruppe_2019|MC3.MG330.AS1.GP1.C8621.G1	C2|~aac3-370_1|aac3-370_1|LCS|Ruppe_2019|MC3.MG330.AS1.GP1.C8621.G1	aac3_2	
C2|~aph-45_1|aph-45_1|LCS|Ruppe_2019|MC3.MG330.AS1.GP1.C9006.G4		C2|~aph-45_1|aph-45_1|LCS|Ruppe_2019|MC3.MG330.AS1.GP1.C9006.G4	C2|~aph-45_1|aph-45_1|LCS|Ruppe_2019|MC3.MG330.AS1.GP1.C9006.G4	aph	
C2|~blaB3-791_1|blaB3-791_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C11315.G1		C2|~blaB3-791_1|blaB3-791_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C11315.G1	C2|~blaB3-791_1|blaB3-791_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C11315.G1	blab3	
C2|~tetRPG-1191_1|tetRPG-1191_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C11315.G9		C2|~tetRPG-1191_1|tetRPG-1191_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C11315.G9	C2|~tetRPG-249_1|tetRPG-249_1|LCS|Ruppe_2019|MC3.MG345.AS1.GP1.C20287.G4	tetM	
C2|~blaA-483_1|blaA-483_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C14482.G1		C2|~blaA-483_1|blaA-483_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C14482.G1	C2|~blaA-143_14|blaA-143_14|LCV|ResFinderFG|GQ343038.1	blaa	
C2|~tetRPG-817_1|tetRPG-817_1|LMS|Ruppe_2019|MC3.MG332.AS1.GP1.C153.G13		C2|~tetRPG-817_1|tetRPG-817_1|LMS|Ruppe_2019|MC3.MG332.AS1.GP1.C153.G13	C2|~tetRPG-817_1|tetRPG-817_1|LMS|Ruppe_2019|MC3.MG332.AS1.GP1.C153.G13	tetM	
C2|~blaB1-344_1|blaB1-344_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C154.G10		C2|~blaB1-344_1|blaB1-344_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C154.G10	C2|~blaB1-344_1|blaB1-344_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C154.G10	blab1	
C2|~tetRPG-1121_1|tetRPG-1121_1|LMS|Ruppe_2019|MC3.MG332.AS1.GP1.C1599.G10		C2|~tetRPG-1121_1|tetRPG-1121_1|LMS|Ruppe_2019|MC3.MG332.AS1.GP1.C1599.G10	C2|~tetRPG-1121_1|tetRPG-1121_1|LMS|Ruppe_2019|MC3.MG332.AS1.GP1.C1599.G10	tetM	
C2|~aph-203_1|aph-203_1|LCS|Ruppe_2019|MC3.MG119.AS1.GP1.C38474.G3		C2|~aph-203_1|aph-203_1|LCS|Ruppe_2019|MC3.MG119.AS1.GP1.C38474.G3	C2|~aph-203_1|aph-203_1|LCS|Ruppe_2019|MC3.MG119.AS1.GP1.C38474.G3	aph	
C2|~ant-72_1|ant-72_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C1681.G7		C2|~ant-72_1|ant-72_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C1681.G7	C2|~ant-72_1|ant-72_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C1681.G7	ant	
C2|~tetRPG-1159_1|tetRPG-1159_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C18630.G37		C2|~tetRPG-1159_1|tetRPG-1159_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C18630.G37	C2|~tetRPG-937_1|tetRPG-937_1|LMS|Ruppe_2019|MC3.MG195.AS1.GP1.C25711.G2	tetM	
C2|~blaC-207_1|blaC-207_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C19033.G5		C2|~blaC-207_1|blaC-207_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C19033.G5	C2|~blaC-207_1|blaC-207_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C19033.G5	blac	
C2|~blaB1-311_1|blaB1-311_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C1998.G6		C2|~blaB1-311_1|blaB1-311_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C1998.G6	C2|~blaB1-311_1|blaB1-311_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C1998.G6	blab1	
C2|~blaB3-835_1|blaB3-835_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C21087.G4		C2|~blaB3-835_1|blaB3-835_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C21087.G4	C2|~blaB3-835_1|blaB3-835_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C21087.G4	blab3	
C2|~aph-130_1|aph-130_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C21956.G10		C2|~aph-130_1|aph-130_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C21956.G10	C2|~aph-130_1|aph-130_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C21956.G10	aph	
C2|~tetRPG-715_1|tetRPG-715_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C23007.G18		C2|~tetRPG-715_1|tetRPG-715_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C23007.G18	C2|~tetRPG-715_1|tetRPG-715_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C23007.G18	tetM	
C2|~blaB1-288_1|blaB1-288_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C23524.G2		C2|~blaB1-288_1|blaB1-288_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C23524.G2	C2|~blaB1-288_1|blaB1-288_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C23524.G2	blab1	
C2|~tetRPG-80_1|tetRPG-80_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C24300.G1		C2|~tetRPG-80_1|tetRPG-80_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C24300.G1	C2|~tetRPG-80_1|tetRPG-80_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C24300.G1	tetM	
C2|~tetRPG-1120_1|tetRPG-1120_1|LMS|Ruppe_2019|MC3.MG332.AS1.GP1.C27302.G6		C2|~tetRPG-1120_1|tetRPG-1120_1|LMS|Ruppe_2019|MC3.MG332.AS1.GP1.C27302.G6	C2|~tetRPG-1120_1|tetRPG-1120_1|LMS|Ruppe_2019|MC3.MG332.AS1.GP1.C27302.G6	tetM	
C2|~ant-46_1|ant-46_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C28091.G2		C2|~ant-46_1|ant-46_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C28091.G2	C2|~ant-46_1|ant-46_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C28091.G2	ant	
C2|~tetRPG-1318_1|tetRPG-1318_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C29531.G3		C2|~tetRPG-1318_1|tetRPG-1318_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C29531.G3	C2|~tetRPG-937_1|tetRPG-937_1|LMS|Ruppe_2019|MC3.MG195.AS1.GP1.C25711.G2	tetM	
C2|~blaC-224_1|blaC-224_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C31925.G1		C2|~blaC-224_1|blaC-224_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C31925.G1	C2|~blaC-224_1|blaC-224_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C31925.G1	blac	
C2|~tetRPG-1119_1|tetRPG-1119_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C33046.G8		C2|~tetRPG-1119_1|tetRPG-1119_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C33046.G8	C2|~tetRPG-1119_1|tetRPG-1119_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C33046.G8	tetM	
C2|~tetRPG-478_1|tetRPG-478_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C36584.G2		C2|~tetRPG-478_1|tetRPG-478_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C36584.G2	C2|~tetRPG-107_1|tetRPG-107_1|LMS|Ruppe_2019|MC3.MG330.AS1.GP1.C144.G4	tetM	
C2|~tetRPG-478_1|tetRPG-478_2|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C33888.G2		C2|~tetRPG-478_1|tetRPG-478_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C36584.G2	C2|~tetRPG-107_1|tetRPG-107_1|LMS|Ruppe_2019|MC3.MG330.AS1.GP1.C144.G4	tetM	
C2|~tetRPG-259_1|tetRPG-259_1|LMS|Ruppe_2019|MC3.MG332.AS1.GP1.C36655.G4		C2|~tetRPG-259_1|tetRPG-259_1|LMS|Ruppe_2019|MC3.MG332.AS1.GP1.C36655.G4	C2|~tetRPG-259_1|tetRPG-259_1|LMS|Ruppe_2019|MC3.MG332.AS1.GP1.C36655.G4	tetM	
C2|~blaB1-315_1|blaB1-315_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C37891.G6		C2|~blaB1-315_1|blaB1-315_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C37891.G6	C2|~blaB1-315_1|blaB1-315_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C37891.G6	blab1	
C2|~blaC-100_1|blaC-100_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C38478.G3		C2|~blaC-100_1|blaC-100_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C38478.G3	C2|~blaC-100_1|blaC-100_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C38478.G3	blac	
C2|~tetRPG-525_1|tetRPG-525_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C39587.G5		C2|~tetRPG-525_1|tetRPG-525_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C39587.G5	C2|~tetRPG-292_1|tetRPG-292_1|LMS|Ruppe_2019|MC3.MG288.AS1.GP1.C75994.G1	tetM	
C2|~tetRPG-694_1|tetRPG-694_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C39837.G1		C2|~tetRPG-694_1|tetRPG-694_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C39837.G1	C2|~tetRPG-694_1|tetRPG-694_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C39837.G1	tetM	
C2|~tetRPG-1158_1|tetRPG-1158_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C41194.G4		C2|~tetRPG-1158_1|tetRPG-1158_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C41194.G4	C2|~tetRPG-1120_1|tetRPG-1120_1|LMS|Ruppe_2019|MC3.MG332.AS1.GP1.C27302.G6	tetM	
C2|~blaB1-375_1|blaB1-375_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C41336.G23		C2|~blaB1-375_1|blaB1-375_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C41336.G23	C2|~blaB1-375_1|blaB1-375_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C41336.G23	blab1	
C2|~tetRPG-1048_1|tetRPG-1048_1|LCS|Ruppe_2019|MC3.MG139.AS1.GP1.C9843.G5		C2|~tetRPG-1084_1|tetRPG-1084_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C41890.G10	C2|~tetRPG-909_1|tetRPG-909_1|LMS|Ruppe_2019|MC3.MG106.AS1.GP1.C8515.G6	tetM	
C2|~tetRPG-1084_1|tetRPG-1084_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C41890.G10		C2|~tetRPG-1084_1|tetRPG-1084_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C41890.G10	C2|~tetRPG-909_1|tetRPG-909_1|LMS|Ruppe_2019|MC3.MG106.AS1.GP1.C8515.G6	tetM	
C2|~tetRPG-779_1|tetRPG-779_1|LMS|Ruppe_2019|MC3.MG332.AS1.GP1.C42134.G4		C2|~tetRPG-779_1|tetRPG-779_1|LMS|Ruppe_2019|MC3.MG332.AS1.GP1.C42134.G4	C2|~tetRPG-779_1|tetRPG-779_1|LMS|Ruppe_2019|MC3.MG332.AS1.GP1.C42134.G4	tetM	
C2|~blaB3-123_1|blaB3-123_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C4306.G3		C2|~blaB3-123_1|blaB3-123_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C4306.G3	C2|~blaB3-123_1|blaB3-123_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C4306.G3	blab3	
C2|~tetRPG-524_1|tetRPG-524_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C44594.G5		C2|~tetRPG-524_1|tetRPG-524_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C44594.G5	C2|~tetRPG-524_1|tetRPG-524_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C44594.G5	tetM	
C2|~ant-61_1|ant-61_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C44817.G5		C2|~ant-61_1|ant-61_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C44817.G5	C2|~ant-60_1|ant-60_1|LCS|Ruppe_2019|MC3.MG375.AS1.GP1.C21620.G2	ant	
C2|~aph-173_1|aph-173_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C45360.G5		C2|~aph-173_1|aph-173_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C45360.G5	C2|~aph-172_1|aph-172_1|LCS|Ruppe_2019|MC3.MG345.AS1.GP1.C64296.G1	aph	
C2|~blaB3-802_1|blaB3-802_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C48077.G13		C2|~blaB3-802_1|blaB3-802_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C48077.G13	C2|~blaB3-802_1|blaB3-802_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C48077.G13	blab3	
C2|~tetRPG-311_1|tetRPG-311_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C48552.G3		C2|~tetRPG-311_1|tetRPG-311_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C48552.G3	C2|~tetRPG-211_1|tetRPG-211_1|LMS|Ruppe_2019|MC3.MG324.AS1.GP1.C7597.G2	tetM	
C2|~tetRPG-622_1|tetRPG-622_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C48725.G4		C2|~tetRPG-622_1|tetRPG-622_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C48725.G4	C2|~tetRPG-622_1|tetRPG-622_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C48725.G4	tetM	
C2|~tetRPG-89_1|tetRPG-89_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C49413.G18		C2|~tetRPG-89_1|tetRPG-89_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C49413.G18	C2|~tetRPG-89_1|tetRPG-89_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C49413.G18	tetM	
C2|~tetRPG-1118_1|tetRPG-1118_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C50478.G4		C2|~tetRPG-1118_1|tetRPG-1118_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C50478.G4	C2|~tetRPG-709_1|tetRPG-709_1|LCS|Ruppe_2019|MC3.MG396.AS1.GP1.C24661.G5	tetM	
C2|~tetRPG-867_1|tetRPG-867_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C51455.G17		C2|~tetRPG-867_1|tetRPG-867_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C51455.G17	C2|~tetRPG-855_1|tetRPG-855_1|LCS|Ruppe_2019|MC3.MG12.AS1.GP1.C76314.G5	tetM	
C2|~tetRPG-198_1|tetRPG-198_1|LCS|Ruppe_2019|MC3.MG12.AS1.GP1.C10597.G8		C2|~tetRPG-198_1|tetRPG-198_1|LCS|Ruppe_2019|MC3.MG12.AS1.GP1.C10597.G8	C2|~tetRPG-110_1|tetRPG-110_1|LMS|Ruppe_2019|MC3.MG128.AS1.GP1.C12733.G2	tetM	
C2|~blaB1-258_1|blaB1-258_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C534.G2		C2|~blaB1-258_1|blaB1-258_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C534.G2	C2|~blaB1-258_1|blaB1-258_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C534.G2	blab1	
C2|~tetRPG-579_1|tetRPG-579_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C554.G9		C2|~tetRPG-579_1|tetRPG-579_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C554.G9	C2|~tetRPG-579_1|tetRPG-579_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C554.G9	tetM	
C2|~tetRPG-1083_1|tetRPG-1083_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C559.G2		C2|~tetRPG-1083_1|tetRPG-1083_1|LCS|Ruppe_2019|MC3.MG332.AS1.GP1.C559.G2	C2|~tetRPG-1120_1|tetRPG-1120_1|LMS|Ruppe_2019|MC3.MG332.AS1.GP1.C27302.G6	tetM	
C2|~tetRPG-847_1|tetRPG-847_1|LMS|Ruppe_2019|MC3.MG332.AS1.GP1.C972.G15		C2|~tetRPG-847_1|tetRPG-847_1|LMS|Ruppe_2019|MC3.MG332.AS1.GP1.C972.G15	C2|~tetRPG-847_1|tetRPG-847_1|LMS|Ruppe_2019|MC3.MG332.AS1.GP1.C972.G15	tetM	
C2|~tetRPG-1407_1|tetRPG-1407_1|LCS|Ruppe_2019|MC3.MG335.AS1.GP1.C24195.G2		C2|~tetRPG-1407_1|tetRPG-1407_1|LCS|Ruppe_2019|MC3.MG335.AS1.GP1.C24195.G2	C2|~tetRPG-1407_1|tetRPG-1407_1|LCS|Ruppe_2019|MC3.MG335.AS1.GP1.C24195.G2	tetM	
C2|~tetRPG-191_1|tetRPG-191_1|LCS|Ruppe_2019|MC3.MG12.AS1.GP1.C11813.G6		C2|~tetRPG-191_1|tetRPG-191_1|LCS|Ruppe_2019|MC3.MG12.AS1.GP1.C11813.G6	C2|~tetRPG-191_1|tetRPG-191_1|LCS|Ruppe_2019|MC3.MG12.AS1.GP1.C11813.G6	tetM	
C2|~tetRPG-371_1|tetRPG-371_1|LCS|Ruppe_2019|MC3.MG335.AS1.GP1.C34672.G5		C2|~tetRPG-371_1|tetRPG-371_1|LCS|Ruppe_2019|MC3.MG335.AS1.GP1.C34672.G5	C2|~tetRPG-199_1|tetRPG-199_1|LMS|Ruppe_2019|MC3.MG353.AS1.GP1.C33848.G3	tetM	
C2|~tetRPG-371_1|tetRPG-371_2|LCS|Ruppe_2019|MC3.MG181.AS1.GP1.C289.G9		C2|~tetRPG-371_1|tetRPG-371_1|LCS|Ruppe_2019|MC3.MG335.AS1.GP1.C34672.G5	C2|~tetRPG-199_1|tetRPG-199_1|LMS|Ruppe_2019|MC3.MG353.AS1.GP1.C33848.G3	tetM	
C2|~blaB3-788_1|blaB3-788_1|LCS|Ruppe_2019|MC3.MG335.AS1.GP1.C41534.G2		C2|~blaB3-788_1|blaB3-788_1|LCS|Ruppe_2019|MC3.MG335.AS1.GP1.C41534.G2	C2|~blaB3-788_1|blaB3-788_1|LCS|Ruppe_2019|MC3.MG335.AS1.GP1.C41534.G2	blab3	
C2|~ant-27_1|ant-27_1|LCS|Ruppe_2019|MC3.MG335.AS1.GP1.C43204.G1		C2|~ant-27_1|ant-27_1|LCS|Ruppe_2019|MC3.MG335.AS1.GP1.C43204.G1	C2|ant(6)-Ia|ant-11_1|EMV|ResFinder|KF864551.1	ant	
C2|~aph-77_1|aph-77_1|LCS|Ruppe_2019|MC3.MG335.AS1.GP1.C9248.G4		C2|~aph-77_1|aph-77_1|LCS|Ruppe_2019|MC3.MG335.AS1.GP1.C9248.G4	C2|~aph-18_1|aph-18_1|LCS|Ruppe_2019|MC3.MG378.AS1.GP1.C16830.G2	aph	
C2|~tetRPG-461_1|tetRPG-461_1|LCS|Ruppe_2019|MC3.MG12.AS1.GP1.C12028.G28		C2|~tetRPG-461_1|tetRPG-461_1|LCS|Ruppe_2019|MC3.MG12.AS1.GP1.C12028.G28	C2|~tetRPG-461_1|tetRPG-461_1|LCS|Ruppe_2019|MC3.MG12.AS1.GP1.C12028.G28	tetM	
C2|~tetRPG-1117_1|tetRPG-1117_2|LCS|Ruppe_2019|MC3.MG325.AS1.GP1.C6068.G3		C2|~tetRPG-1117_1|tetRPG-1117_1|LCS|Ruppe_2019|MC3.MG336.AS1.GP1.C38697.G1	C2|~tetRPG-1167_1|tetRPG-1167_1|LMS|Ruppe_2019|MC3.MG219.AS1.GP1.C41052.G10	tetM	
C2|~tetRPG-1117_1|tetRPG-1117_1|LCS|Ruppe_2019|MC3.MG336.AS1.GP1.C38697.G1		C2|~tetRPG-1117_1|tetRPG-1117_1|LCS|Ruppe_2019|MC3.MG336.AS1.GP1.C38697.G1	C2|~tetRPG-1167_1|tetRPG-1167_1|LMS|Ruppe_2019|MC3.MG219.AS1.GP1.C41052.G10	tetM	
C2|~tetRPG-324_1|tetRPG-324_2|LCS|Ruppe_2019|MC3.MG134.AS1.GP1.C21094.G8		C2|~tetRPG-324_1|tetRPG-324_1|LCS|Ruppe_2019|MC3.MG336.AS1.GP1.C39812.G2	C2|~tetRPG-135_1|tetRPG-135_1|LMS|Ruppe_2019|MC3.MG3.AS1.GP1.C45013.G8	tetM	
C2|~tetRPG-324_1|tetRPG-324_1|LCS|Ruppe_2019|MC3.MG336.AS1.GP1.C39812.G2		C2|~tetRPG-324_1|tetRPG-324_1|LCS|Ruppe_2019|MC3.MG336.AS1.GP1.C39812.G2	C2|~tetRPG-135_1|tetRPG-135_1|LMS|Ruppe_2019|MC3.MG3.AS1.GP1.C45013.G8	tetM	
C2|~blaC-222_1|blaC-222_1|LMS|Ruppe_2019|MC3.MG338.AS1.GP1.C10074.G1		C2|~blaC-222_1|blaC-222_1|LMS|Ruppe_2019|MC3.MG338.AS1.GP1.C10074.G1	C2|~blaC-222_1|blaC-222_1|LMS|Ruppe_2019|MC3.MG338.AS1.GP1.C10074.G1	blac	
C2|~tetX-19_1|tetX-19_1|LMS|Ruppe_2019|MC3.MG338.AS1.GP1.C21977.G2		C2|~tetX-19_1|tetX-19_1|LMS|Ruppe_2019|MC3.MG338.AS1.GP1.C21977.G2	C2|~tetX-19_1|tetX-19_1|LMS|Ruppe_2019|MC3.MG338.AS1.GP1.C21977.G2	tetX	
C2|~tetRPG-838_1|tetRPG-838_1|LCS|Ruppe_2019|MC3.MG338.AS1.GP1.C27825.G2		C2|~tetRPG-838_1|tetRPG-838_1|LCS|Ruppe_2019|MC3.MG338.AS1.GP1.C27825.G2	C2|~tetRPG-838_1|tetRPG-838_1|LCS|Ruppe_2019|MC3.MG338.AS1.GP1.C27825.G2	tetM	
C2|~blaA-374_1|blaA-374_1|LCS|Ruppe_2019|MC3.MG338.AS1.GP1.C68538.G7		C2|~blaA-374_1|blaA-374_1|LCS|Ruppe_2019|MC3.MG338.AS1.GP1.C68538.G7	C2|~blaA-374_1|blaA-374_1|LCS|Ruppe_2019|MC3.MG338.AS1.GP1.C68538.G7	blaa	
C2|~blaB1-331_1|blaB1-331_1|LCS|Ruppe_2019|MC3.MG34.AS1.GP1.C10821.G6		C2|~blaB1-331_1|blaB1-331_1|LCS|Ruppe_2019|MC3.MG34.AS1.GP1.C10821.G6	C2|~blaB1-331_1|blaB1-331_1|LCS|Ruppe_2019|MC3.MG34.AS1.GP1.C10821.G6	blab1	
C2|~aac3-416_1|aac3-416_1|LCS|Ruppe_2019|MC3.MG12.AS1.GP1.C13617.G13		C2|~aac3-416_1|aac3-416_1|LCS|Ruppe_2019|MC3.MG12.AS1.GP1.C13617.G13	C2|~aac3-416_1|aac3-416_1|LCS|Ruppe_2019|MC3.MG12.AS1.GP1.C13617.G13	aac3_1	
C2|~blaB3-801_1|blaB3-801_1|LCS|Ruppe_2019|MC3.MG34.AS1.GP1.C15069.G7		C2|~blaB3-801_1|blaB3-801_1|LCS|Ruppe_2019|MC3.MG34.AS1.GP1.C15069.G7	C2|~blaB3-801_1|blaB3-801_1|LCS|Ruppe_2019|MC3.MG34.AS1.GP1.C15069.G7	blab3	
